"","Sable_geo_df_binary.LONGITUDE","Sable_geo_df_binary.LATITUDE","data"
"689",7.59791000000001,52.12928,0
"690",-6.46208999999999,52.34485,0
"691",-3.64849000000001,52.35163,0
"692",-3.62720999999999,52.35178,0
"693",-5.75751,52.50463,0
"694",-5.75317999999999,52.50534,0
"695",-7.04586,52.50886,0
"696",9.31773999999999,52.51583,0
"697",-7.44763,52.81933,0
"698",-6.28072,52.82277,0
"699",-6.31282999999999,52.82841,0
"700",8.53407000000001,52.83375,0
"701",10.09775,53.11481,0
"702",13.95085,54.20566,0
"703",6.74467000000001,52.2569,0
"704",-5.56779,52.51604,0
"705",-5.9306,52.51769,0
"706",-9.11354,53.12318,0
"707",1.35509999999999,51.51673,0
"708",3.24656999999999,51.55998,0
"709",3.26215999999999,51.56299,0
"710",-1.6703,51.66871,0
"711",2.26743999999999,51.66895,0
"712",2.79924,51.67723,0
"713",-1.66634999999999,51.67736,0
"714",2.23164,51.87196,0
"715",-1.65358000000001,51.87705,0
"716",-2.29974000000001,51.87897,0
"717",-0.284539999999993,51.88169,0
"718",6.05171000000001,51.99844,0
"719",-2.56662,52.00745,0
"720",-4.09693999999999,52.00987,0
"721",-2.01357999999999,52.01253,0
"722",2.17542279598547,51.5716430192479,0
"723",-4.44489999999999,51.68466,0
"724",-1.72728000000001,51.69102,0
"725",-4.21903,51.71629,0
"726",4.78742,51.88654,0
"727",6.09627,51.89008,0
"728",-4.11804000000001,52.01592,0
"729",-4.10939999999999,52.01616,0
"730",3.61292,52.01628,0
"731",-2.25118000000001,52.02732,0
"732",1.99936,51.57762,0
"733",2.34089,51.58323,0
"734",-1.77274,51.89581,0
"735",-4.09116,51.896,0
"736",7.57532,52.09634,0
"737",-3.67177000000001,52.09689,0
"738",1.97665000000001,51.58443,0
"739",1.97056000000001,51.74232,0
"740",-4.14572000000001,51.74412,0
"741",-2.10462000000001,51.746,0
"742",-2.13923,51.75062,0
"743",-4.31968000000001,51.75133,0
"744",6.27234000000001,51.90553,0
"745",-3.39776000000001,51.90696,0
"746",-0.292630000000003,52.09784,0
"747",2.21235999999999,51.59581,0
"748",-4.13171,51.75531,0
"749",4.55698000000001,51.76012,0
"750",-2.66055,51.76164,0
"751",6.20943,51.91093,0
